,Shift,Metabolite,Peak name,Metabolite_Reannotated,Metabolite_name_R,Lower,Upper,W632_d0_TS,W632_d24_TS,W632_RB_TS,W636_d0_TR,W636_d24_TR,W636_RB_TR,W641_d0_TR,W641_d24_TR,W641_RB_TR,W642_d0_TR,W642_d24_TR,W642_RB_TR,W643_d0_TR,W643_d24_TR,W643_RB_TR,W646_d0_TS,W646_d24_TS,W646_RB_TS,W649_d0_TR,W649_d24_TR,W649_RB_TR,W652_d0_TS,W652_d24_TS,W652_RB_TS,W656_d0_TR,W656_d24_TR,W656_RB_TR,W661_d0_TR,W661_d24_TR,W661_RB_TR,W665_d0_TR,W665_d24_TR,W665_RB_TR,W666_d0_TS,W666_d24_TS,W666_RB_TS,W667_d0_TS,W667_d24_TS,W667_RB_TS,W668_d0_TS,W668_d24_TS,W668_RB_TS,W672_d0_TS,W672_d24_TS,W672_RB_TS,W675_d0_TS,W675_d24_TS,W675_RB_TS,W679_d0_TR,W679_d24_TR,W679_RB_TR 
541,3.005,Lipides,Lipides,Lipides,Lipides.15,2.765,3.025,0.00175897,0.00181246,0.00168178,0.00192542,0.00208779,0.00171067,0.00180121,0.00200717,0.00162804,0.0019556,0.00179918,0.00139468,0.00203678,0.00203373,0.00167615,0.00200699,0.00193385,0.00151446,0.0020691,0.0020467,0.00176346,0.00168331,0.00188679,0.00152493,0.00201934,0.00187991,0.00152913,0.00179246,0.00175322,0.00132981,0.00178173,0.00197237,0.00181221,0.00173968,0.00192203,0.00168923,0.00192241,0.00193142,0.00166788,0.00174602,0.00201102,0.00168071,0.00188343,0.00205825,0.00169015,0.00196837,0.00198485,0.00164258,0.00171626,0.00197592,0.00164488
542,2.995,Lipides,Lipides,Lipides,Lipides.16,2.765,3.025,0.00160288,0.00165938,0.00157182,0.00175279,0.00188711,0.00157048,0.00164633,0.00187,0.00148494,0.0017647,0.00161379,0.00124952,0.00186857,0.00185474,0.00150489,0.0017864,0.00176506,0.00135456,0.00188098,0.00186995,0.00165005,0.00154822,0.00174213,0.0013917,0.00183379,0.00172363,0.00138221,0.00161008,0.00157681,0.00118743,0.00166306,0.00184477,0.00165743,0.00161202,0.00173799,0.00153419,0.00178657,0.0017675,0.00152287,0.00162152,0.00185745,0.00154327,0.00176062,0.00188239,0.00151694,0.00177482,0.00186619,0.001472,0.00158452,0.00182553,0.00153449
543,2.985,Lipides,Lipides,Lipides,Lipides.17,2.765,3.025,0.00162819,0.00169275,0.0015949,0.00178668,0.00191715,0.00159647,0.00169697,0.00191523,0.00153942,0.00180011,0.00165518,0.00124655,0.00189217,0.00185307,0.00148782,0.00182519,0.00179441,0.00136673,0.00194141,0.00190591,0.0016595,0.00156408,0.00176469,0.00142062,0.00188554,0.00176111,0.00139704,0.00166703,0.0016395,0.00120954,0.00168201,0.00186197,0.00171042,0.00165407,0.00180591,0.00156435,0.00181663,0.0017949,0.0015549,0.00165519,0.0019143,0.00154526,0.00177691,0.00188893,0.00151369,0.00181934,0.00191984,0.00153204,0.00161418,0.0018736,0.00157076
544,2.975,Lipides,Lipides,Lipides,Lipides.18,2.765,3.025,0.00160805,0.00171439,0.00151362,0.00184283,0.0019823,0.00158042,0.00174743,0.00193854,0.00153681,0.00185448,0.00174979,0.00123027,0.00183346,0.00182661,0.00141039,0.00187254,0.00188149,0.00134983,0.00194268,0.00193798,0.00160397,0.0015374,0.00178207,0.00140953,0.00192089,0.00181551,0.00138773,0.00171846,0.00170445,0.00122749,0.00165931,0.00191394,0.00167738,0.00161943,0.00180425,0.00153026,0.00182194,0.00182468,0.00153796,0.00165692,0.00197117,0.00152975,0.00172552,0.00185726,0.0014818,0.00175288,0.00192588,0.00150267,0.00155201,0.00185563,0.00153179
545,2.965,Lipides,Lipides,Lipides,Lipides.19,2.765,3.025,0.00124611,0.00125952,0.00115609,0.00135623,0.00147357,0.00120593,0.00128204,0.00140515,0.00116208,0.00140955,0.00131064,0.00091483,0.00142411,0.00136709,0.00106138,0.00144234,0.00135064,0.00103244,0.00146376,0.0014418,0.00118494,0.00118767,0.00129087,0.00106796,0.00148517,0.00135567,0.00104379,0.00128835,0.0012785,0.0009547,0.00129035,0.00143881,0.00130955,0.00123865,0.00137756,0.00118954,0.00139739,0.00134023,0.00116017,0.00128045,0.00145759,0.0011734,0.00130535,0.00137722,0.00113942,0.0014034,0.00146695,0.00117396,0.00121654,0.00138998,0.00117375
546,2.955,Lipides,Lipides,Lipides,Lipides.20,2.765,3.025,0.00102755,0.00102155,0.0009581,0.00116653,0.0012122,0.00099584,0.00108643,0.00116503,0.00096378,0.00117587,0.00108811,0.00076581,0.00117173,0.00111234,0.00088752,0.00119145,0.00111805,0.00087889,0.00119775,0.00118028,0.00095088,0.00095778,0.00108914,0.00087315,0.00124357,0.00111189,0.00088286,0.00109337,0.00105837,0.00081878,0.00106511,0.00113274,0.00107064,0.00103711,0.00115966,0.00098987,0.00116416,0.00109134,0.00094814,0.0010488,0.00118761,0.0009787,0.00107331,0.00112971,0.00095617,0.00120063,0.00121088,0.00098512,0.00101106,0.00110224,0.00094249
547,2.945,Lipides,Lipides,Lipides,Lipides.21,2.765,3.025,0.00103469,0.0009846,0.00089367,0.00116516,0.00115626,0.00094937,0.00110671,0.00110917,0.00090715,0.00119633,0.00107658,0.00074137,0.00111529,0.00108033,0.00082965,0.00120384,0.00106941,0.00083999,0.00118682,0.00111084,0.00088009,0.00094133,0.00101284,0.00083476,0.00126709,0.00108801,0.00084794,0.00109137,0.00103896,0.00078501,0.00104766,0.00106013,0.00099253,0.00100457,0.00107249,0.00091845,0.00115854,0.00104482,0.00089105,0.001032,0.0011422,0.00092156,0.00104294,0.00106686,0.00089985,0.00116106,0.00114041,0.0009432,0.00097455,0.00105105,0.00087691
548,2.935,Lipides,Lipides,Lipides,Lipides.22,2.765,3.025,0.00095964,0.00097994,0.00090443,0.00108385,0.00116423,0.00093737,0.00097685,0.00106595,0.00088678,0.00110174,0.00105743,0.00074849,0.0010946,0.0011041,0.0008445,0.00118304,0.00110674,0.00085572,0.00114733,0.00112126,0.00087721,0.00088816,0.00098884,0.00081999,0.00117045,0.00107332,0.00082904,0.00101471,0.00101954,0.00079148,0.00095991,0.00105506,0.00098603,0.00091732,0.00106124,0.00091529,0.00107935,0.00103135,0.00087649,0.00096986,0.00113483,0.00090605,0.00096899,0.001035,0.00088344,0.00108348,0.00111224,0.00094017,0.00091501,0.00101929,0.00084688
549,2.925,Lipides,Lipides,Lipides,Lipides.23,2.765,3.025,0.00080544,0.00078924,0.00072039,0.00086939,0.00090147,0.00072325,0.00077431,0.00081454,0.00070768,0.00092186,0.00081287,0.00055438,0.00090281,0.00083229,0.00064453,0.00096988,0.00084997,0.00066365,0.0009488,0.00089236,0.00066588,0.00073429,0.0007588,0.00064378,0.00097953,0.00084322,0.00064178,0.00085577,0.00078787,0.0006312,0.00076974,0.0008295,0.00079413,0.00075707,0.00081825,0.0007258,0.0008915,0.00080158,0.00068407,0.00080133,0.00087449,0.00071109,0.00079186,0.00079851,0.00071435,0.0009555,0.00088427,0.00076595,0.00079587,0.00079322,0.000683
550,2.915,Lipides,Lipides,Lipides,Lipides.24,2.765,3.025,0.0005556,0.0005137,0.0004844,0.00059868,0.00061706,0.00050207,0.00054476,0.00054278,0.00047885,0.00062032,0.00055104,0.00038864,0.00060561,0.00055953,0.00044107,0.00065937,0.00055882,0.00044783,0.00064532,0.00058484,0.0004614,0.00049652,0.00052194,0.00042748,0.00068645,0.00055671,0.00044235,0.00056996,0.00053044,0.00044498,0.00056386,0.00057231,0.00054235,0.00051442,0.00057458,0.00048906,0.00061082,0.0005502,0.0004503,0.00056503,0.00061739,0.00047743,0.00055308,0.00053797,0.00048878,0.00069724,0.00061168,0.00052279,0.0005486,0.00055154,0.00047435
561,2.805,Lipides,Lipides,Lipides,Lipides.25,2.765,3.025,0.00041868,0.00028208,0.00036256,0.00028777,0.00021304,0.00031678,0.00027807,0.00023507,0.00031414,0.00027524,0.00026855,0.00042317,0.00035212,0.00030368,0.00037122,0.00033246,0.00028606,0.00038952,0.0003075,0.00023091,0.00035994,0.00037935,0.00025061,0.00031319,0.00033068,0.00030642,0.00044507,0.00034858,0.00030122,0.00057394,0.00030079,0.00028234,0.0002937,0.00030319,0.00031812,0.00034273,0.00032723,0.00025699,0.0003142,0.00034468,0.00033169,0.00035912,0.00035589,0.0002679,0.00036611,0.00043499,0.00031395,0.00039343,0.00043623,0.00028837,0.00034465
562,2.795,Lipides,Lipides,Lipides,Lipides.26,2.765,3.025,0.00078283,0.00052608,0.00076216,0.00041885,0.00023026,0.00054044,0.00043829,0.00035849,0.00058024,0.00043719,0.00046325,0.00095657,0.00058635,0.00063883,0.00082912,0.00056893,0.00048398,0.00091785,0.00046728,0.00032171,0.00083447,0.00061048,0.00038914,0.000639,0.00047953,0.00051412,0.00096565,0.00049507,0.00043092,0.00123607,0.00041036,0.00046231,0.00053291,0.00050465,0.00057398,0.00073245,0.00047461,0.00040637,0.00069883,0.00056378,0.00051838,0.00068513,0.00058406,0.00044285,0.00073378,0.00070236,0.0005299,0.00071299,0.00088213,0.00051788,0.00071681
563,2.785,Lipides,Lipides,Lipides,Lipides.27,2.765,3.025,0.00085647,0.00066799,0.00117449,0.00043088,0.00023634,0.00073774,0.0004408,0.0004111,0.0008583,0.00048804,0.00064121,0.00137088,0.00068267,0.00084898,0.00122429,0.00066412,0.00058931,0.00140734,0.00044841,0.00035948,0.00127475,0.00064081,0.00050553,0.00095051,0.00056254,0.00071124,0.00138924,0.00049655,0.00050499,0.00167876,0.0004473,0.00054369,0.00066774,0.00057457,0.00074547,0.00116989,0.00048263,0.00051072,0.00114599,0.0005992,0.0005976,0.00092871,0.00063738,0.00051533,0.00102502,0.00075682,0.00062095,0.00085521,0.00102395,0.00069486,0.00110709
564,2.775,Lipides,Lipides,Lipides,Lipides.28,2.765,3.025,0.00059623,0.00054755,0.0011086,0.0003612,0.00025735,0.00071208,0.00036179,0.0003828,0.00084709,0.00041678,0.00055369,0.00120545,0.00051177,0.00068526,0.00112336,0.00053356,0.00046746,0.00125626,0.0003871,0.00032546,0.0011816,0.00049545,0.00043645,0.00088737,0.00048356,0.00062352,0.0012403,0.00039366,0.00043895,0.00138723,0.00040018,0.00045279,0.00060184,0.00047535,0.00062759,0.00108648,0.00040866,0.00046883,0.00111391,0.00046694,0.00051218,0.00082317,0.00053306,0.00045531,0.00090688,0.00056855,0.0005322,0.00070315,0.00072346,0.0005848,0.00104696
565,2.765,Lipides,Lipides,Lipides,Lipides.29,2.765,3.025,0.00041501,0.00041566,0.00069964,0.00033386,0.00032884,0.00051094,0.00033672,0.00036307,0.00059476,0.00036894,0.00041453,0.00074431,0.00040812,0.00046554,0.00070459,0.00041065,0.00040605,0.0007426,0.00036011,0.00032914,0.00071259,0.00041246,0.00038297,0.00061494,0.0004309,0.00046098,0.00074593,0.00035176,0.00038024,0.00082972,0.00037759,0.00035018,0.00045251,0.00039244,0.00043272,0.0006678,0.00039518,0.00038969,0.00069048,0.00039007,0.00039784,0.00055624,0.00043497,0.00037549,0.00057634,0.00042475,0.00040727,0.00047811,0.00045904,0.00044277,0.0006659
573,2.685,Citrate,Citrate,Citrate,,2.655,2.685,0.00150959,0.00146233,0.00129697,0.00174312,0.00186202,0.0013137,0.00162032,0.00145823,0.00137337,0.00138171,0.00128573,0.00096493,0.00144461,0.00139772,0.00121304,0.00168191,0.00182118,0.00128758,0.00178704,0.00171198,0.00132057,0.00160242,0.00158598,0.00122368,0.00170977,0.00170579,0.00120653,0.00146108,0.00133999,0.00107509,0.00162552,0.00197058,0.00129624,0.00165309,0.00165094,0.00131697,0.00157291,0.00161597,0.00121729,0.00169254,0.00185524,0.00128643,0.00140823,0.00151898,0.00128656,0.00168896,0.00151693,0.00136691,0.00130253,0.00159444,0.00120826
575,2.665,Citrate methionine,Citrate+methionine,Citrate,,2.655,2.685,0.00162314,0.00178953,0.00132793,0.00191102,0.00221751,0.00140875,0.00192105,0.0018271,0.00147524,0.00139861,0.00143851,0.00116423,0.00141729,0.00152205,0.00129423,0.00171819,0.00221097,0.00151074,0.0019278,0.00232426,0.00156998,0.00178523,0.00188242,0.00137084,0.00192103,0.00189624,0.00141475,0.00154929,0.0015554,0.00115133,0.001748,0.00217557,0.00146268,0.00193688,0.00200546,0.00146306,0.00167222,0.00189173,0.00141351,0.00179737,0.0020887,0.00160703,0.00149364,0.00186568,0.00141649,0.00154283,0.00160253,0.00153816,0.00115839,0.0018602,0.00124837
576,2.655,Citrate methionine,Citrate+methionine,Citrate,,2.655,2.685,0.0006341,0.00050929,0.00050335,0.00076049,0.0005971,0.00043109,0.00064834,0.00049609,0.0004671,0.00062647,0.00046997,0.00033418,0.00061496,0.00050193,0.00040135,0.00088768,0.00063274,0.00045032,0.0008037,0.00065151,0.00045208,0.0006418,0.00058501,0.00042096,0.00075971,0.00069024,0.00044096,0.00065973,0.00042357,0.00037764,0.00071085,0.00074564,0.0004342,0.00062997,0.0005527,0.00043564,0.00075529,0.00055297,0.00040518,0.00070982,0.00069935,0.00045444,0.0006311,0.00054456,0.00042303,0.00092088,0.00065712,0.00045086,0.00072198,0.0005397,0.00045163
577,2.645,Methionine,Methionine,Methionine,,2.635,2.645,0.00036573,0.00031314,0.00029956,0.00037721,0.00029359,0.00026439,0.00038664,0.00029715,0.00026289,0.0003412,0.00026501,0.00020925,0.00036855,0.00029923,0.00022976,0.00042131,0.00029624,0.00025862,0.000397,0.00033626,0.00027279,0.00033151,0.00029576,0.00022692,0.00045303,0.00033837,0.00025094,0.00036671,0.00026746,0.00021819,0.00040874,0.00028042,0.00024446,0.00032581,0.00028459,0.00025533,0.00046252,0.00029571,0.00026498,0.00038658,0.00032034,0.00027097,0.00036568,0.00029443,0.00025846,0.00040468,0.00032804,0.00025994,0.00033402,0.00029997,0.00024355
578,2.635,Methionine,Methionine,Methionine,,2.635,2.645,0.00030202,0.00029134,0.00030113,0.00035196,0.00031904,0.00025883,0.00034029,0.00026986,0.00027678,0.00030419,0.00027027,0.00021589,0.00031572,0.00029126,0.0002534,0.00036498,0.00031403,0.00027968,0.00032786,0.00033323,0.00026713,0.00027903,0.00028847,0.00022575,0.00040706,0.00037043,0.00027306,0.00033209,0.00027212,0.0002194,0.00037634,0.00027177,0.00026578,0.00031067,0.00029419,0.00024584,0.00039784,0.00032104,0.00026379,0.00032025,0.00031985,0.00028052,0.00033708,0.00032008,0.00025648,0.00035681,0.00033034,0.00026796,0.00029463,0.00029677,0.00023406
586,2.555,Citrate,Citrate,Citrate,,2.525,2.555,0.00024848,0.00033093,0.00030386,0.00032499,0.00050178,0.00034252,0.00033261,0.00040909,0.00033468,0.00026788,0.00026142,0.0002877,0.00024628,0.00032255,0.0003045,0.00031992,0.00051963,0.00035644,0.00031296,0.00045904,0.00038034,0.00031263,0.00048915,0.00030906,0.00036313,0.00039093,0.00033533,0.00031823,0.00030503,0.00025601,0.0003862,0.0005293,0.00036276,0.00040303,0.0004461,0.00032915,0.00033443,0.00045256,0.00032226,0.00030255,0.00048814,0.00050925,0.00031534,0.0004642,0.000321,0.00031151,0.00033569,0.0003394,0.00023561,0.00036897,0.0002688
587,2.545,Citrate,Citrate,Citrate,,2.525,2.555,0.00151481,0.00147252,0.00102436,0.00178913,0.00181029,0.00102288,0.00167798,0.00141996,0.00109779,0.00126243,0.00112911,0.00079476,0.0012526,0.00120387,0.00091083,0.00165247,0.00179077,0.00110434,0.00187317,0.00193233,0.00117588,0.00164715,0.00152324,0.00103177,0.00173537,0.00165259,0.001012,0.00145379,0.00126432,0.00087946,0.00153473,0.00194948,0.00109772,0.00168523,0.0016588,0.00114872,0.00148725,0.0015662,0.00105186,0.00168979,0.00185284,0.00113248,0.00133837,0.00145131,0.00103959,0.00166703,0.00146658,0.00126019,0.00120881,0.00162028,0.0010057
589,2.525,Citrate,Citrate,Citrate,,2.525,2.555,0.00102572,0.00107361,0.00081432,0.00127764,0.0014493,0.00083986,0.00122216,0.00114945,0.0009074,0.00085352,0.00083975,0.00066601,0.00088738,0.0009204,0.00075151,0.00118956,0.00142733,0.00089373,0.00128608,0.00133153,0.00095689,0.00117378,0.00124124,0.00084202,0.00121287,0.00125492,0.00082397,0.00102668,0.00093775,0.00068782,0.00117285,0.00152671,0.00089573,0.00127038,0.00130978,0.00088751,0.00109603,0.00123803,0.00083931,0.00115634,0.00145237,0.00100047,0.00098475,0.00117542,0.00084277,0.00114308,0.00109292,0.00098323,0.00085855,0.0011842,0.00078442
591,2.505,Glutamine,Glutamine,Glutamine,,2.445,2.505,0.00021387,0.00019186,0.00020449,0.0002713,0.00023869,0.00019682,0.00026128,0.00019447,0.00020241,0.00021836,0.00016288,0.00014687,0.00021076,0.00018675,0.00016233,0.00025521,0.00022154,0.00019888,0.00022087,0.00021317,0.00016545,0.00021253,0.00018973,0.00015858,0.00031759,0.00021096,0.00018696,0.00023875,0.00018822,0.00016433,0.00027047,0.00017634,0.00015704,0.00024425,0.00021254,0.00018312,0.00026198,0.00023388,0.00021296,0.00023419,0.00026378,0.00022478,0.00029428,0.00021032,0.00016967,0.00028848,0.00023552,0.00021875,0.00019491,0.00021151,0.0001912
592,2.495,Glutamine,Glutamine,Glutamine,,2.445,2.505,0.00032736,0.00025225,0.00031663,0.00041483,0.00033416,0.00033152,0.00038644,0.00033517,0.00032353,0.00036097,0.00028808,0.00026713,0.000313,0.00030085,0.00029899,0.00036356,0.00034294,0.00033575,0.00031268,0.00028056,0.00027145,0.00032489,0.00032902,0.0002692,0.00045086,0.00033633,0.00032616,0.00033202,0.000262,0.00027197,0.00038132,0.000296,0.00025764,0.00037575,0.00033674,0.00031234,0.00036881,0.00034884,0.00035266,0.00034662,0.00038683,0.00035841,0.00040496,0.0003245,0.00027928,0.00042294,0.00035034,0.00034199,0.00029061,0.00030127,0.00031163
593,2.485,Glutamine,Glutamine,Glutamine,,2.445,2.505,0.00052873,0.00043836,0.00049192,0.00071677,0.00060053,0.00052542,0.00066546,0.00060775,0.00054104,0.00061507,0.00051487,0.00045408,0.00051315,0.00053955,0.00047067,0.00063347,0.00061793,0.00054903,0.00050854,0.00047041,0.00041984,0.000557,0.00053768,0.0004279,0.00078703,0.00056889,0.00055483,0.00053831,0.00044833,0.00043357,0.00060551,0.00042596,0.00039882,0.00066377,0.0005827,0.00050477,0.00062954,0.00056434,0.00055954,0.00060538,0.00064586,0.00054874,0.00071501,0.00057249,0.00046709,0.00064684,0.000534,0.00053322,0.00046814,0.00050621,0.00052423
594,2.475,Glutamine,Glutamine,Glutamine,,2.445,2.505,0.00054584,0.00041942,0.00045511,0.00069671,0.00056967,0.00052716,0.00065577,0.00059294,0.00050653,0.00068847,0.00048685,0.00048612,0.00052682,0.00052488,0.00044761,0.0006753,0.00058945,0.00053366,0.00052461,0.00045313,0.00040465,0.00054795,0.00053709,0.00041861,0.00079565,0.00051436,0.00054607,0.00056669,0.00043592,0.00041883,0.00060896,0.0003913,0.00035426,0.00066288,0.00055955,0.00048172,0.00063021,0.00055731,0.0005303,0.0006044,0.00059205,0.00054008,0.00071595,0.00056601,0.00045825,0.00066906,0.00051965,0.00050288,0.00047223,0.0004781,0.00048626
595,2.465,Glutamine,Glutamine,Glutamine,,2.445,2.505,0.00133952,0.00078865,0.00084085,0.00162887,0.0009861,0.00084093,0.00161455,0.00113095,0.00091326,0.0016026,0.00100652,0.00074087,0.00123561,0.00102048,0.00076698,0.00158563,0.00106269,0.00086277,0.00120457,0.00079829,0.00064553,0.00124338,0.00098722,0.00069891,0.00187196,0.00109738,0.00091966,0.00121447,0.00079684,0.00072323,0.00127956,0.00074775,0.00058411,0.00143575,0.00099033,0.00084353,0.00146208,0.00095093,0.00091482,0.00142329,0.00113874,0.00080485,0.0016124,0.00096652,0.00072261,0.00152835,0.00103558,0.00093549,0.00105952,0.00088887,0.00091534
596,2.455,Glutamine,Glutamine,Glutamine,,2.445,2.505,0.00154993,0.0010135,0.00104481,0.00196145,0.00128845,0.00110291,0.00190568,0.00146525,0.00116884,0.0018769,0.00127747,0.00099341,0.00141597,0.0012862,0.00097387,0.00181832,0.00132776,0.00114399,0.00143152,0.00099906,0.00082659,0.00148655,0.00124419,0.00091275,0.00216628,0.00136588,0.00119341,0.00140596,0.0010045,0.00091528,0.00154997,0.00093699,0.00077544,0.00177791,0.00132035,0.00107515,0.00170938,0.00120104,0.00116475,0.00168338,0.00140335,0.00104082,0.0019237,0.00128568,0.00096745,0.00175032,0.00126274,0.00116015,0.00124485,0.00112855,0.00113202
597,2.445,Glutamine,Glutamine,Glutamine,,2.445,2.505,0.00076188,0.00060939,0.00062274,0.00097433,0.00076348,0.00064621,0.00094968,0.00080278,0.00070607,0.00093765,0.00068676,0.00059594,0.00073147,0.00070291,0.00056539,0.00092849,0.00076242,0.00066936,0.00078133,0.00058419,0.00052779,0.00078179,0.00071995,0.00056394,0.00107478,0.00074335,0.00068101,0.00075355,0.00060083,0.00055175,0.00087181,0.00059602,0.00055065,0.00091902,0.0007346,0.00062032,0.00089001,0.00071577,0.00068995,0.00088058,0.00077456,0.00063147,0.00097417,0.00074221,0.00059851,0.00088757,0.00072627,0.00071968,0.00066802,0.0006867,0.00064806
598,2.435,3-hydroxybutyrate glutamine,3-hydroxybutyrate+glutamine,3-hydroxybutyrate glutamine,,2.415,2.435,0.00064141,0.0005696,0.00052617,0.00077863,0.00076482,0.00058684,0.00075451,0.00064131,0.00059174,0.00075564,0.00060579,0.00048165,0.00064706,0.00063547,0.00054889,0.00075124,0.00066701,0.00057409,0.00066796,0.00062922,0.00051088,0.00069235,0.00069179,0.00047815,0.00088277,0.0006846,0.00054895,0.00068817,0.00059592,0.0004522,0.00073834,0.00063253,0.00051245,0.0007095,0.00065579,0.00051091,0.00077106,0.00068501,0.00059493,0.0007447,0.00076073,0.00061424,0.00073149,0.00061491,0.00050968,0.00081549,0.00069271,0.00059038,0.00060508,0.00066367,0.00054467
599,2.425,3-hydroxybutyrate glutamine,3-hydroxybutyrate+glutamine,3-hydroxybutyrate glutamine,,2.415,2.435,0.00051407,0.00044069,0.00041087,0.0006245,0.00053713,0.00044521,0.00056234,0.00049833,0.00042154,0.0005821,0.00046147,0.00036613,0.0005261,0.00049738,0.00041355,0.00059631,0.00051948,0.00044003,0.00051886,0.00052727,0.00037631,0.0005131,0.00050202,0.00037691,0.00069863,0.00052172,0.00043404,0.00056331,0.00044207,0.0003419,0.00057735,0.0004621,0.00037657,0.00053299,0.00048758,0.00041327,0.00058542,0.00053674,0.00045549,0.00054852,0.00055842,0.00049309,0.00060373,0.00049919,0.00037946,0.00065272,0.00050647,0.00045482,0.00049125,0.00047605,0.00040418
600,2.415,3-hydroxybutyrate glutamine,3-hydroxybutyrate+glutamine,3-hydroxybutyrate glutamine,,2.415,2.435,0.0006008,0.000676,0.00058744,0.0007776,0.00081705,0.00063337,0.00070921,0.00070295,0.00062788,0.00069676,0.00066707,0.00049369,0.00066832,0.00071353,0.00063538,0.00068928,0.00074001,0.00063157,0.00067353,0.00072872,0.00057416,0.00070791,0.0007293,0.00053994,0.00084339,0.00077889,0.00060677,0.00068491,0.0006986,0.00049096,0.00074529,0.00069484,0.00057493,0.00066498,0.00070968,0.00056059,0.00074039,0.0007778,0.00064688,0.00070457,0.00083953,0.00067089,0.00070063,0.00072069,0.00056916,0.00081246,0.00077462,0.00062681,0.00059559,0.00076307,0.00058933
601,2.405,3-hydroxybutyrate,3-hydroxybutyrate,3-hydroxybutyrate,,2.395,2.405,0.00065829,0.00078261,0.00066056,0.00086173,0.00102577,0.00076918,0.00075527,0.00081062,0.00072962,0.00074055,0.00076046,0.00057991,0.00074296,0.00084665,0.0007582,0.00071105,0.00085136,0.00072264,0.00074559,0.00089067,0.00068125,0.00077531,0.00087074,0.00061336,0.00091017,0.00090513,0.00067317,0.00078562,0.00082546,0.0005253,0.00082928,0.00085857,0.00068719,0.00069575,0.0008265,0.00061443,0.00082291,0.00089863,0.00076534,0.00078677,0.00102267,0.0008033,0.00073607,0.0007875,0.00065964,0.00091658,0.00089615,0.00068731,0.00067016,0.00086725,0.00065095
602,2.395,3-hydroxybutyrate,3-hydroxybutyrate,3-hydroxybutyrate,,2.395,2.405,0.0006982,0.00085824,0.00075656,0.00091024,0.00112459,0.00087386,0.00079499,0.00090172,0.00081375,0.00076948,0.00085198,0.00069427,0.00079066,0.00095209,0.00085758,0.00075008,0.00093605,0.00080177,0.00079229,0.00100275,0.00076741,0.00085079,0.00096974,0.00069241,0.00096777,0.00100234,0.00076986,0.00083839,0.00089231,0.00056003,0.00087199,0.00094374,0.00075579,0.00077266,0.00093999,0.0007185,0.00086488,0.0010345,0.00084901,0.00082859,0.00111549,0.0008985,0.00080141,0.00091366,0.00076112,0.00093452,0.00095041,0.0007696,0.00070722,0.00094825,0.00074308
603,2.385,Pyruvate,Pyruvate,Pyruvate,,2.375,2.385,0.00058952,0.00073798,0.00069064,0.00073914,0.00081129,0.00081148,0.00068488,0.00075611,0.00073346,0.00064207,0.00068866,0.00076272,0.0006444,0.0007422,0.00076469,0.00064166,0.00079367,0.00071748,0.00067643,0.00078644,0.00072942,0.0006502,0.00077722,0.00066928,0.00076192,0.00075672,0.00072441,0.00067159,0.00069778,0.00054972,0.00075201,0.00082229,0.00071353,0.00068281,0.00078328,0.00067539,0.00070039,0.00088095,0.00082448,0.00064656,0.00085742,0.00090367,0.00072818,0.00089217,0.00075569,0.00069839,0.00078585,0.00078183,0.00057759,0.0007901,0.0006531
604,2.375,Pyruvate,Pyruvate,Pyruvate,,2.375,2.385,0.00122955,0.00108062,0.00097414,0.00137406,0.00097896,0.00097946,0.00131451,0.00095313,0.00097785,0.00096289,0.00104801,0.00078932,0.00103846,0.00106102,0.00090801,0.0009825,0.00109703,0.00084588,0.00113886,0.0010132,0.00087745,0.00111159,0.00094442,0.00083027,0.00126784,0.00107145,0.00088636,0.00126829,0.00097295,0.00074641,0.00135461,0.00118713,0.00097983,0.00103126,0.00103668,0.00089412,0.00121758,0.00109794,0.00103719,0.00117074,0.00130579,0.00099277,0.00112666,0.00111937,0.0008559,0.00139446,0.00127258,0.00115719,0.00112036,0.00121233,0.00092495
605,2.365,Glutamate,Glutamate,Glutamate,,2.345,2.365,0.00060709,0.00061009,0.00061567,0.00075257,0.00072008,0.00064572,0.00072503,0.00065971,0.00061072,0.00069167,0.00061217,0.00056747,0.00067018,0.00063487,0.00058533,0.00068092,0.00070663,0.00060467,0.00073219,0.00071777,0.00064238,0.00064619,0.00068356,0.00057559,0.0007592,0.00067328,0.00062058,0.00070176,0.00062128,0.00049297,0.00076055,0.00073359,0.00063403,0.00070641,0.00070852,0.00062915,0.0007636,0.00076491,0.00066917,0.00068785,0.00080795,0.00069408,0.00076791,0.000758,0.00060196,0.00074868,0.00072116,0.00067076,0.00065315,0.0007238,0.00061121
606,2.355,Glutamate,Glutamate,Glutamate,,2.345,2.365,0.0006544,0.00057325,0.00058107,0.00079028,0.000679,0.00059695,0.00074383,0.00062282,0.00056383,0.00073754,0.00061764,0.00053197,0.00068538,0.00063597,0.00054176,0.00071418,0.00066638,0.00057799,0.0007545,0.00064548,0.00057555,0.00067394,0.00065297,0.00054064,0.00082578,0.00067166,0.00060213,0.00073127,0.0006094,0.0004941,0.00079155,0.00068079,0.00058256,0.00075099,0.00070158,0.00060513,0.00082354,0.00074141,0.00063501,0.00074648,0.00077067,0.00062578,0.00081042,0.00071646,0.00055424,0.00081512,0.00073791,0.00065891,0.00069331,0.00070759,0.0006024
